"","FP_Intercept","FP_int_age_m_2","FP_int_age_m_0_5","FP_mat_ed_rank","FP_int_age_m_2:mat_ed_rank","FP_int_age_m_0_5:mat_ed_rank"
"FP_Intercept",0.173678862127282,2.40750025145038,-0.636350043109173,-0.39157615603103,-5.42746364834078,1.43467666842767
"FP_int_age_m_2",2.40750025145038,38.1909832918539,-9.14142809278138,-5.427448764422,-86.087360234675,20.6077051615077
"FP_int_age_m_0_5",-0.636350043109173,-9.14142809278138,2.36191413097996,1.43467689269292,20.6077626986284,-5.32488204232675
"FP_mat_ed_rank",-0.39157615603103,-5.427448764422,1.43467689269292,1.01832936403971,14.0709754682113,-3.72695247427982
"FP_int_age_m_2:mat_ed_rank",-5.42746364834078,-86.087360234675,20.6077626986284,14.0709754682113,222.227977412209,-53.359425198321
"FP_int_age_m_0_5:mat_ed_rank",1.43467666842767,20.6077051615077,-5.32488204232675,-3.72695247427982,-53.359425198321,13.8171439324196
