"","FP_Intercept","FP_ext_age_m_2","FP_ext_age_m_1","FP_mat_ed_rank","FP_ext_age_m_2:mat_ed_rank","FP_ext_age_m_1:mat_ed_rank"
"FP_Intercept",0.0709801097920699,2.99921179200213,-1.01868946537681,-0.160012388231716,-6.76061756254603,2.29634806595983
"FP_ext_age_m_2",2.99921179200213,144.421244460713,-46.364088751686,-6.76061349539937,-325.504874619737,104.503822015621
"FP_ext_age_m_1",-1.01868946537681,-46.364088751686,15.3289755668855,2.29635028787604,104.503976648967,-34.5528517645708
"FP_mat_ed_rank",-0.160012388231716,-6.76061349539937,2.29635028787604,0.41585039429109,17.518513683394,-5.95673840028049
"FP_ext_age_m_2:mat_ed_rank",-6.76061756254603,-325.504874619737,104.503976648967,17.518513683394,840.278160636283,-270.199361098618
"FP_ext_age_m_1:mat_ed_rank",2.29634806595983,104.503822015621,-34.5528517645708,-5.95673840028049,-270.199361098618,89.4468576208063
